Tweet,Message,Match,Polarity 
464,RT boonelariah Incredibly excited to announce my verbal commitment to further my education and play division 2 soccer at Missouri Souther,"incredibly,excited,commitment",positive
465,"Charter Schools USA is hiring in Tamarac, FL Read about our latest Education job opening via the link in our bio ",NONE,neutral
466,"RT LambdaSchool At LambdaSchool, we're redesigning the education model and building a better educational future. Our CEO Austen dives",better,positive
467,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
468,"RT CamdenTroyer First off Id like to thank God, my family, and my coaches mentors who have helped me get to this point. Im extremely bl","like,thank,helped",positive
469,"RT LizH1955 50s Women have literally not had the same access to private pension that men have had. And for many of us, not the same benef",NONE,neutral
470,"RT CamdenTroyer First off Id like to thank God, my family, and my coaches mentors who have helped me get to this point. Im extremely bl","like,thank,helped",positive
471," Colombia Thousands of university students marched demanding quality public education, against corruption and rep ",corruption,negative
472,"RT ghost wales Why should university students get a free education, what about thick bastards like me that left school at 16 to join the","free,like",positive
473,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
474,"RT LizH1955 50s Women have literally not had the same access to private pension that men have had. And for many of us, not the same benef",NONE,neutral
475,"In SA, poor working class black women amp middle class black women with university education work outside the home. M ",NONE,neutral
476,RT BureauVeritasNA We partnered with lafarge canada to film a 360 virtualreality stacktesting video that will be used as part of the,NONE,neutral
477," Wattree Wonder what education you actually received and if, at the end of it, you managed to obtain a degree from ",wonder,positive
478,"RT ProjectHEROman Congratulations to Evolve Education, Evolve A Social Impact Company and Newman University for this recognition. Big re",congratulations,positive
479,"RT ghost wales Why should university students get a free education, what about thick bastards like me that left school at 16 to join the","free,like",positive
480,"RT LatinamericaR In Bogot, Colombia, public and private university students march once more for better education funding, and against po",better,positive
481,RT lukeobxx The watchdog group is calling on the U.S. Department of Education and Georgi,NONE,neutral
482,"RT getintoweber ""The Walker Institute at Weber State University combines two of my passions education and politics."" Olene S. Walker,",NONE,neutral
483,RT lukeobxx The watchdog group is calling on the U.S. Department of Education and Georgi,NONE,neutral
484,Ekiti State University staff exposed during sex education class and got arrested for Defiling His Daughter For 3 Ye ,NONE,neutral
485,"Congratulations to Evolve Education, Evolve A Social Impact Company and Newman University for this recognition. Bi ",congratulations,positive
486,"RT PrisonsKe Under the Kenya Prisons Service obligations,both Staff and Prisoners have equal chances in pursuing further Education. Today",NONE,neutral
487, YellowRichter mjhprep larry levitt So a doctor educated in Europe for far less is inferior Lol. Youre being f ,NONE,neutral
488,"Demonstrations and riots in Panama against neoliberal privatisations especially o the university, the education sy ",NONE,neutral
489,RT FuadAhm49341817 billionaire key Very well said . Money nor University education can teach this . Only University of Hard Knocks.,NONE,neutral
490,"RT UAlbarella We were forced to use the only language they understand. Hope we won't have to strike, but if we do, I'm prepared to give u",NONE,neutral
491,The film shown by OpenUniversity at the start of the graduation ceremony was inspirational. The OU is the only uni ,NONE,neutral
492,RT sarahjilani And is it any wonder I get paid 2h wk for a 2h seminar I deliver ugrads which takes 3h to prep for per week amp for which,wonder,positive
493,RT josh noble Hey credit union friends here is a great education opportunity happening at SobeySchool SMU in June creditunions educ,"noble,great",positive
494,RT timothypmottet Restoring Public Confidence in Higher Education. This article maps to CSU Pueblos Vision 2028 and our vision to become,confidence,positive
495,RT ucu Staff working at UK universities have backed strike action in ballots over both pensions and pay and working conditions. The votes,strike,negative
496,"RT VentureGardenNG One of Nigerias foremost tertiary institutions, Babcock University, has presented an award to EduTech for its devotio","foremost,award",positive
497,"Over 1,600 Australian university students to study in India as part of mobility scheme ",NONE,neutral
498,"Life of Average stupid Pakistani consists of 12 years of 3rd class Education, 4 years of University and then workin ",stupid,negative
499,"RT Arijenkins21 I would like to thank my family for supporting me,my coaches MICROSSOVER DetroitEdisonGB for being there and making me","like,thank,supporting",positive
500,"All new International students starting a Foundation or First year course in January 2020 or May 2020, will receive ",NONE,neutral
501, The watchdog group is calling on the U.S. Department of Education ,NONE,neutral
502,"Whoever voted CONservative in any election doesn't understand that they are dishonest people that cover up,lie,and ","conservative,dishonest",negative
503,Please RT gt gt Free Education University How to graduate DEBT FREE Get 75 off for a limited time Link in Bio ,"debt,limited",negative
504,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
505,"RT t c e t Career Pathways is a free program presented by the Centre for Education and Training TCET and funded by Immigration, Refugee",free,positive
506,"In Bogot, Colombia, public and private university students march once more for better education funding, and again ",better,positive
507,"RT sailorgirl2017 ""reducing spending in some areas and keeping budgets for health, education and social services frozen for four years. G",frozen,negative
508,'It's an educational revolution' how AI is transforming university life Education AI via ,NONE,neutral
509,And is it any wonder I get paid 2h wk for a 2h seminar I deliver ugrads which takes 3h to prep for per week amp for ,wonder,positive
510,"RT srhousingnews Though these real estate opportunities may take hard work to find and secure, they are becoming available due to trends","work,available",positive
511,"Though these real estate opportunities may take hard work to find and secure, they are becoming available due to tr ","work,available",positive
512,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
513,"Overall, 11.1 of youth in Canada were NEET not in employment, education or training between 2015 to 2017. They w ",NONE,neutral
514,We have a new role as DerbyUnis Assistant Registrar Further Education amp Skills which forms a crucial part of bo ,NONE,neutral
515,"RT KoyeArez KRG's failure in higher education Erbil. Number of private for profit universities built by corrupt Kurdish officials, loc","failure,corrupt",negative
516," brotherbeat cookmichaelv13 BethR 27516 briebriejoy By the way, this is me. I'm an Ivy League jd MBA. You all se ",NONE,neutral
517,Hey credit union friends here is a great education opportunity happening at SobeySchool SMU in June ,great,positive
518,"RT PrisonsKe Under the Kenya Prisons Service obligations,both Staff and Prisoners have equal chances in pursuing further Education. Today",NONE,neutral
519, VIU WUSC helps bring two new Student Refugees to Canada. Finding Hope in Higher Education with WorldUniService. ,NONE,neutral
520,"We have just two sessions remaining, it's not too late to sign up if you haven't already Education Monday 11 Nov ",NONE,neutral
521," PROFILE Name Lee Jae Wook Hangul Born May 10, 1998 Birthplace South Korea Height 187 cm Blood Type O De ",NONE,neutral
522,RT ESD113 Check out the Teaching Equity Advocating for Students conference at Saint Martin's University SMUNews WeAreESD113 waedu,saint,positive
523,RT MorganeOgerBC KerriFroc mforsis jonkay NewWorldHominin YesThatAnna Public libraries fall under municipal government. Universities,fall,negative
524, VIU WUSC helps bring two new Student Refugees to Canada. Finding Hope in Higher Education with WorldUniService. ,NONE,neutral
525,"Beyond obscuring an investigation, silence can hurt the family said Cindy Hipps, a mother whose son was in a frater ",hurt,negative
526,"RT LizH1955 50s Women have literally not had the same access to private pension that men have had. And for many of us, not the same benef",NONE,neutral
527, ndtv Hail whatsapp University hell formal education.,NONE,neutral
528,"RT UAlbarella We were forced to use the only language they understand. Hope we won't have to strike, but if we do, I'm prepared to give u",NONE,neutral
529,RT MUAFC Maynooth University Soccer Scholarship application process for September 2020 is open .Soccer at the highest level while pursui,NONE,neutral
530,RT JquickMccann13 Excited to announce I have received an opportunity to continue my education and football career at The University of Al,excited,positive
531, wakes up from a coma thinking about going back to school i cant wait to apply to my favorite still functioning h ,favorite,positive
532,RT Chamosaurio Thousands of students march in Colombia for quality education Thousands of university students marched in Colombia demand,NONE,neutral
533,"RT ghost wales Why should university students get a free education, what about thick bastards like me that left school at 16 to join the","free,like",positive
534,"RT sailorgirl2017 ""reducing spending in some areas and keeping budgets for health, education and social services frozen for four years. G",frozen,negative
535,"RT MammothWhale stephenkerrMP He voted against scrapping tuition fees, so the poorest in society struggle with costs of 9,00 a year. h","poorest,struggle",negative
536,"Teaching can be subsituted. Education can not Zhao Yong, Foundation Distinguished Professor, University of Kansas ",distinguished,positive
537,"RT RedSanc ""We've been teaching political correctness rather than....those big laws that lend themselves to freedom."" PRECISELY. Open min",NONE,neutral
538, BellaRizinti trans mum Im Alex I use He Him pronouns. Im a trans dude who has been on HRT for 9 months now I ,NONE,neutral
539,"DINE WITH A DOC NOV. 6 Senior Education Ministries, in partnership with Generations and Vincennes University, w ",NONE,neutral
540,RT BobbyStandley ,NONE,neutral
541,"I remember debilitating loneliness while attending university. RyersonU RTARyerson students, I'm available for a ","debilitating,loneliness",negative
542,"RT RedSanc ""We've been teaching political correctness rather than....those big laws that lend themselves to freedom."" PRECISELY. Open min",NONE,neutral
543," more2mm JustinTrudeau What Canada's problem is, they don't learn from other countries mistakes. Our Youth are bra ",problem,negative
544,"All teachers should be required to study for a relevant master's degree, marking the ""biggest step change in qualit ",NONE,neutral
545,RT Jenn L Russell University of Pittsburgh's School of Ed is searching for a scholar committed to education research practice partnership,NONE,neutral
546,"RT IntJnlOPN . UAlberta Kathleen F. Hunter amp colleagues ""The feasibility of implementing education on older person care to practice on me",NONE,neutral
547,We welcome back the Indigenous map of Canada. November is Indigenous education month where we look at things from a ,welcome,positive
548, Ronny4kd It my university education doing its finest work. ,finest,positive
549,Fighting Fires and Heart Disease College of Education Texas State University ,NONE,neutral
550,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
551,"RT achyuta samanta Shri Sushant Gaurav and Dr. Nitesh Raj, Director and Deputy Director, Higher Education, Government of Jharkhand visite",NONE,neutral
552,Malaysian Education Minister Muzzles Corruption Inquiry at University Asia Sentinel. Photo Credit Glob... ,corruption,negative
553," BradWalsh AOC I respect working class people very much. But AOC is not ""working class"" she is a Boston Universi ",respect,positive
554,"RT SofiePelsmakers Many in education are changing this It begins at university, with the masochistic studio culture of staying late amp co",NONE,neutral
555,"RT CamdenTroyer First off Id like to thank God, my family, and my coaches mentors who have helped me get to this point. Im extremely bl","like,thank,helped",positive
556,Thousands of students march in Colombia for quality education Thousands of university students marched in Colombia ,NONE,neutral
557, Kenster0007 realclearisrael Propaganda Brainwashing Far Leftist Ideology taught in Grade School to University whe ,propaganda,negative
558,RT freep University Of Detroit Jesuit joins Catholic schools in closing due to threat ,threat,negative
559,RT ucu Staff working at UK universities have backed strike action in ballots over both pensions and pay and working conditions. The votes,strike,negative
560,RT Sam Marsh101 UniversitiesUK AlistairJarvis adamtickell Koen Lamberts ianwrightsheff Looks like 'university leaders' will also nee,like,positive
561,"Free Education University How to find scholarships and grants specifically tailored to your personality type, hob ",free,positive
562,"Reactionary libertarian counterpoint to M4A ""So we're going to make doctors make less money, like they do in Canad ",NONE,neutral
563,Are you a Funeral or Transfer Service professional On Wed. Nov. 13th there will be a continued education opportun ,NONE,neutral
564,"Dr. DINH THANH VIET, Department of Quality Assurance, THE UNIVERSITY OF DANANG, VIETNAM, and Dr. MYO MYINT HAN, D ",NONE,neutral
565,"RT jobsrugby Rugby Canada are looking for a Training amp Education Manager, full time. Close date is November 25th 2019 rugby rugbyjobs ",NONE,neutral
566,University Of Detroit Jesuit joins Catholic schools in closing due to threat via freep,threat,negative
567,"RT Diversehistory2 Indigenous defiance Decolonization, education, and systemic change in Canada 11 Nov UCL Institute of the Americas L",defiance,negative
568, reported me CasarezKk I'm thankful I had parents that could send me out of country for my early education. Mom di ,thankful,positive
569,"Rugby Canada are looking for a Training amp Education Manager, full time. Close date is November 25th 2019 rugby ",NONE,neutral
570,RT JquickMccann13 Excited to announce I have received an opportunity to continue my education and football career at The University of Al,excited,positive
571,Harvard University. Do you really want free education YouWon MBALecture HowTo QualificationForAdmission ,free,positive
572,RT EswatiniGovern1 Congratulations to the Limkokwing University graduating class of 2019. A total of 709 students graduated from the Univ,congratulations,positive
573," jordanbpeterson BritishColumbia Canada you are an imposter. Your cowardly, publicly funded institutions have fai ",NONE,neutral
574,"StatsCan Study A profile of youth not in employment, education or training NEET in Canada, 2015 to 2017 ",NONE,neutral
575,States with new university industry partnerships amp research capacity activities work to strengthen economies and ta ,work,positive
576,"Want to work at Brown University We're hiring in Providence, RI Click for details Education",work,positive
577,"RT soph earth Whether or not it once did, education no longer has anything to do with attending schools or a university. An open minded",NONE,neutral
578,"RT kamaal I think we as Caymanians should put aside all this Port, Gay Marriage, Legalizing Weed shit aside and focus on the real issue.","weed,shit",negative
579,'It's an educational revolution' how AI is transforming university life Education AI via ,NONE,neutral
580,RT AboriginalPeel Update The Indigenous Network in partnership with The Peel District School Board and The Algoma University proudly pre,NONE,neutral
581,RT incugneto The exodus continues. This doesnt change global production or consumption. It doesnt reduce emissions. What it does is pul,NONE,neutral
582,"RT kamaal I think we as Caymanians should put aside all this Port, Gay Marriage, Legalizing Weed shit aside and focus on the real issue.","weed,shit",negative
583,RT CapUfirstnation Thanks Everyone for your support We are happy to say the first class will be finishing in a few weeks. Your donations,"support,happy",positive
584,"Fayetteville State University is hiring in Fayetteville, NC Click the link in our bio to apply POST DOCTORAL FELLOW POSITION Education",NONE,neutral
585,"RT iaspmjournal CFP deadline Fri 8 Nov ""Equality, Diversity and Inclusion in Music Higher Education"" RMA amp MusicHE Fri 24 Jan 2020, 12",NONE,neutral
586,RT Jdoub22 I am excited to share that I have committed to continue my education and playing the game I love at The University Of Central,"excited,love",positive
587,"""A glance at some of the day's highlights from the Proactive Investors US and Canada newswires"" ml ",proactive,positive
588, colinrtalbot JoWolffBSG GoodwinMJ I would go back further and say that our society in general does not value sci ,NONE,neutral
589," listenshahid I'm currently working in an MNC in Gurgaon, however they are terminating me from the service bcz they ",NONE,neutral
590,"We're hiring Read about our latest job opening here University Planner Education Albuquerque, NM",NONE,neutral
591,RT ucu Staff working at UK universities have backed strike action in ballots over both pensions and pay and working conditions. The votes,strike,negative
592,Update The Indigenous Network in partnership with The Peel District School Board and The Algoma University proudly ,NONE,neutral
593,Girl child rights will never be achieved in time and scale when university education in Africa is that costly. Many ,NONE,neutral
594,Scotland announces free university tuition for EU students after Brexit ,free,positive
595,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
596,I personally think the education system needs to focus more on quality than quantity. ,NONE,neutral
597,"RT LambdaSchool At LambdaSchool, we're redesigning the education model and building a better educational future. Our CEO Austen dives",better,positive
598,RT PresleyMorris4 I am excited to announce that I have verbally committed to further my education and softball career at the University o,excited,positive
599,"RT kamaal I think we as Caymanians should put aside all this Port, Gay Marriage, Legalizing Weed shit aside and focus on the real issue.","weed,shit",negative
600,RT manashTOI A glance at what could be India s education policy NEP for the next 2 decades. education policy school admissions In,NONE,neutral
601,RT PittsburghPG Clarion U. students to shed some clothes for a good cause ,good,positive
602,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
603,RT BrookeLions University of Texas at Austins National Society of Black Engineers NSBE would like to invite you to the incoming A Walk,like,positive
604,"RT PiyushNangru At SunstoneEdu, we believe it to be the only way forward. Education fee has to be outcome based. Period. PayAfterPlacem",NONE,neutral
605, BreakingNews Ontario PublicEducation DougFord Ontario Public Elementary teachers' union voted overwhelmingly ,overwhelmingly,negative
606,"When schools and families work together to support learning, students succeed not just in school, but throughout li ","work,support,succeed",positive
607,RT CBCIndigenous Quebec Cree launch 1M internship fund to bring graduates home ,NONE,neutral
608,"RT Anniekidder ""Education is the key to reconciliation...if we educate Indigenous children and non Indigenous children about each other",NONE,neutral
609,"RT LizH1955 50s Women have literally not had the same access to private pension that men have had. And for many of us, not the same benef",NONE,neutral
610,Looking to score a job at The University of Tennessee You're in luck. Click the link in our bio for the job descri ,NONE,neutral
611,"RT nkkumaresanraja All credits to just One, One Leader of this Great Pondicherry University Thank You Vice Chanc","great,thank",positive
612,"RT LizH1955 50s Women have literally not had the same access to private pension that men have had. And for many of us, not the same benef",NONE,neutral
613, mwb5010 hblodget Ultinately about sustainable balance between tax and property of ones labour or enterprise. More ,sustainable,positive
614,RT taraki well done to our tarak team in the east midlands for deploying a workshop for students at DMU and Leicester Sikh societies,well,positive
615,RT manashTOI A glance at what could be India s education policy NEP for the next 2 decades. education policy school admissions In,NONE,neutral
616,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
617,"""The Walker Institute at Weber State University combines two of my passions education and politics."" Olene S. W ",NONE,neutral
618,Congratulations to the Limkokwing University graduating class of 2019. A total of 709 students graduated from the U ,congratulations,positive
619,"RT AfricanaCarr Our HUAfricana Education in Black America class just finished a powerful Mbongi on race, gender and global education",powerful,positive
620,RT Jenn L Russell University of Pittsburgh's School of Ed is searching for a scholar committed to education research practice partnership,NONE,neutral
621,"RT icircpremiere Pour ou contre l'ducation la sexualit Bien des parents sont encore rticents, c'est une vidence. ",NONE,neutral
622,RT leBlogduPlateau albertaseparate Alberta needs to put in place a firewall just like Quebec does and protect and separate the following,"like,protect",positive
623,"Free Education University gt gt How to get grants for trade or vocational school, community colleges, or a university ",free,positive
624,RT Karen Douglas 'Angry' university workers vote in favour of industrial action ,favour,positive
625,RT zave reesetwin1 Thankful to God for the opportunity to play D1 level college football. Special big thanks to my family and all my Coac,thankful,positive
626,RT amberaesoph I am super excited to announce my commitment to further my education and track amp xc career at the University of Iowa. Than,"super,excited,commitment",positive
627, EricTrump Your Trump University education is showing ,trump,positive
628,"Pour ou contre l'ducation la sexualit Bien des parents sont encore rticents, c'est une vidence. ",NONE,neutral
629,Professor Kiki Messiou has been invited to talk about her research at Stanford University in recognition of the inn ,NONE,neutral
630,Abu Dhabi launches world's first university of artificial intelligence ,intelligence,positive
631,Today we had one of the greatest day in history. Webster university official opening ceremony where we had a meetin ,greatest,positive
632,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
633,"""Its impossible to quantify the losses the fear and stress, all the education that didnt happen as every place f ","impossible,losses,fear",negative
634,"IoD Central London Branch IoDLondon The IoD in partnership with the University of Bath UniofBath , Execut ",NONE,neutral
635,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
636,RT 2 rawwwww Blessed to announce my Commitment to Mississippi State University to further my baseball career and my education HailState,commitment,positive
637,Carnegie Mellon University and ANSYS Transform Engineering Education and Research to Spur Next Industrial Revolution ,NONE,neutral
638,"RT AyoCaesar There's enough money in this country for every single person to have a decent standard of living food security, good housin","enough,decent,good",positive
639,"RT sailorgirl2017 ""reducing spending in some areas and keeping budgets for health, education and social services frozen for four years. G",frozen,negative
640,It is reassuring to see that UniofOxford is encouraging silent clapping at public events. A lot of people don't re ,"encouraging,silent",positive
641,RT JPalochko Bloomsburg University scholarships will make college accessible for Allentown School District students ,accessible,positive
642,Education Keio University Environment and Information Studies major ,NONE,neutral
643,"RT nyamadon Humbling experience. Bumped into a true granary of knowledge. Tamali Okao. In 1974, she made history being appointed first fe",bumped,negative
644,"A symposium on ""Rising Inequality in Education"" was organized on Oct. 31st, 2019 by the Department of Sociology, Ba ",inequality,negative
645,Forever Valpo The Campaign for our Future is one way Valpo is making a long term commitment to keeping higher educ ,commitment,positive
646,RT leBlogduPlateau albertaseparate Alberta needs to put in place a firewall just like Quebec does and protect and separate the following,"like,protect",positive
647,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
648,Looking to pay someone to write your coursework homework assignment essay paper Computer science Law ,NONE,neutral
649,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
650,Public education advocate questions why religious universities were spared cuts CBC News ableg ABbudget abed ,advocate,positive
651,"So this is the audio of my talk at Taylor's University. I hate the sound of my voice. ""Promoting Critical Thinking ","hate,critical",negative
652,RT isiomaokoh MomentsWithBren You are a blessing to the twitter community. There's so much to learn on your TL. This is what social medi,blessing,positive
653,RT leBlogduPlateau albertaseparate Alberta needs to put in place a firewall just like Quebec does and protect and separate the following,"like,protect",positive
654,Do we still have legitimate public services in Uganda Health Care Education Water Electricity. Why can't de ,NONE,neutral
655,"GoogleAusEd University of Queensland responds to student Drew Pavlou's claims on Chinese influence in education, ah ",NONE,neutral
656,RT RTEbusiness Plans for UL campus in Limerick city announced ,NONE,neutral
657,"At SunstoneEdu, we believe it to be the only way forward. Education fee has to be outcome based. Period. ",NONE,neutral
658,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
659,"RT Melli75 Unpacking Oklahoma and Territorial Education History. Great work by Sara Doolittle, Jennifer Johnson, and Eric Sourie Univers","great,work",positive
660,"RT LizH1955 50s Women have literally not had the same access to private pension that men have had. And for many of us, not the same benef",NONE,neutral
661,RT DeanGWadeSpeaks Happy Birthday to the GREATEST Institution of Higher Education in the land...My Undergrad Alma Mater and The Place Whe,"happy,greatest",positive
662,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
663,"RT Diversehistory2 Indigenous defiance Decolonization, education, and systemic change in Canada 11 Nov UCL Institute of the Americas L",defiance,negative
664,"RT RutgersUPress The History of Education Society Annual Meeting is October 31 through November 3 in Columbus, Ohio. Rutgers University P",NONE,neutral
665,"It's FeatureFriday with Saint Leo University. Saint Leo, an ABWA Gold Sponsor, specializes in helping adult studen ","saint,gold,helping",positive
666,"The History of Education Society Annual Meeting is October 31 through November 3 in Columbus, Ohio. Rutgers Univers ",NONE,neutral
667,RT Chiltan It is huge imagine it's still a restricted number. How cud have this gone on in a university where so many girls were sexuall,restricted,negative
668,"RT TilleyQuinn Thanks to God, family, teammates, coaches, and so much more. I will be continuing my education and playing rugby at Arkans",NONE,neutral
669,RT Melli75 Jennifer Johnson University of Oklahoma presenting on Maskoke Language Letters and Curricula. Excellent work on the importan,"excellent,work",positive
670,The University of Derby has been shortlisted for the sectors most prestigious accolade by the Times Higher Educati ,"prestigious,accolade",positive
671,"I dont want to strike. I really enjoy working with my students and colleagues, and Id like to spend my energy on ","enjoy,like",positive
672, studyabroad education studyinusa usauniversity destination educationinusa ,NONE,neutral
673,"UCM has been selected to join Degrees When Due, a national initiative of the Institute for Higher Education Policy, ",NONE,neutral
674,A fantastic start to the Ecolint Durham University MA in Education International education durham Ecolint ,fantastic,positive
675,"University staff to go on strike over pensions, working conditions and pay ",strike,negative
676,"Indigenous defiance Decolonization, education, and systemic change in Canada 11 Nov UCL Institute of the America ",defiance,negative
677,Free Education University Is a 17 course curriculum that teaches you how to find the right financial opportunitie ,"free,right",positive
678,"""Common mistakes may prevent students from getting the financial aid theyll need to help manage the cost of higher ",mistakes,negative
679," Lonelywhiteiris Scotland Primary school 7 years, one building then Secondary school high school with 6 years, ",NONE,neutral
680,RT UoL Outreach On Tuesday 26th November 2019 we will be celebrating World Access to Higher Education Day WAHED2019. We have a strong co,strong,positive
681,"University wins prestigious CFO Case Study Competition in Johannesburg, South Africa Ontario Achievements","wins,prestigious,achievements",positive
682, SAUDI ARABIA Minister of HigherEducation Hamad Bin Mohammad Al Shaikh announced that SaudiArabia will allow ,NONE,neutral
683,"RT nkkumaresanraja All credits to just One, One Leader of this Great Pondicherry University Thank You Vice Chanc","great,thank",positive
684,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
685,Just so that readers in the middle east know that Canada has some garbage press too. This guy compares Trump to Tr ,NONE,neutral
686,RT TundeTASH Top 10 Sites to learn Excel for free Sites for Free Online Education Sites for your career Sites to review your re,"top,excel,free",positive
687,RT UoL Outreach On Tuesday 26th November 2019 we will be celebrating World Access to Higher Education Day WAHED2019. We have a strong co,strong,positive
688,RT RTEbusiness Plans for UL campus in Limerick city announced ,NONE,neutral
689,RT Jdoub22 I am excited to share that I have committed to continue my education and playing the game I love at The University Of Central,"excited,love",positive
690,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
691,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
692,Plans for UL campus in Limerick city announced ,NONE,neutral
693,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
694,Le ministre de l'ducation rpond aux lves gaspsiens ,NONE,neutral
695,How am I acting like a man by attending university You cant really believe the premodern nonsense about the sexe ,NONE,neutral
696,RT tiiiiiiimothy Imagine every week ur mom bagi rm150 for u to eat kat university... and workhard so that she can support u dalam educati,support,positive
697,RT JquickMccann13 Excited to announce I have received an opportunity to continue my education and football career at The University of Al,excited,positive
698,"RT LaborOnline Solidarity with our colleagues in the UK, members of the largest faculty union in the world, ucu, who have authorized a s",solidarity,positive
699,"HIGHER EDUCATION BUBBLE UPDATE In a recent interview, a professor from Pacific Lutheran University ",NONE,neutral
700,"Toronto's Catholic school board should comply with human rights code, education minister says CBC News ",NONE,neutral
701,"RT sailorgirl2017 ""reducing spending in some areas and keeping budgets for health, education and social services frozen for four years. G",frozen,negative
702,"As an nontenured employee of a university, I can attest to the fact that feminists have no place in higher educatio ",NONE,neutral
703,"Instapundit HIGHER EDUCATION BUBBLE UPDATE In a recent interview, a professor from Pacific Lutheran University t ",NONE,neutral
704,are you in university or preparing to go to college take a minute and readthis to find out what its really abo ,NONE,neutral
705, bot Education Myongji University musical Department,NONE,neutral
706,"Ekiti State University staff who defiled his daughter for 3 years, arrested after being exposed during sex educatio ",NONE,neutral
707,RT freep University Of Detroit Jesuit joins Catholic schools in closing due to threat ,threat,negative
708,Don't forget to register for our Tenancy Law in Ontario Seminar on November 11 15 The intent of this course is t ,NONE,neutral
709,Great news for Limerick My suggestion for what it's worth Incorporate the road between Dunnes and the river into ,"great,worth",positive
710,RT TrentUSoE The deadline to apply to our Bachelor of Education program Trent University is only a month away Be sure to visit our appli,NONE,neutral
711,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
712,Many poor peoples struggle to achieve higher education and many of them fails due to financial problems. The statem ,"poor,struggle,fails",negative
713,"University of Pittsburgh Assistant, Associate, or Full Professor Tenured or Tenure Stream of Urban Education an ",NONE,neutral
714,"RT LizH1955 50s Women have literally not had the same access to private pension that men have had. And for many of us, not the same benef",NONE,neutral
715, JillColtonFree I am in my sixties. I remember whe multiculturalism first came to Canada. Diversity was one big lov ,NONE,neutral
716, gtconway3d Its not just Trump. Devos is lowering accreditation standards for college level education. Imagine how ,NONE,neutral
717,HIGHER EDUCATION BUBBLE UPDATE University cuts humanities program even as it employs over a dozen ,NONE,neutral
718,"Meet Stacey Bent, Stanford's new vice provost for graduate education and postdoctoral affairs Stanford University ",vice,negative
719, NGSS tweeps I live in a university town and many of my students parents were scientists. Almost all were thrilled ,thrilled,positive
720,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
721,Just in Another fine ranking for University of Wisconsin River Falls Check it out ,NONE,neutral
722,RT OhioHigherEd Teacher Training ohiou to partner with ESCCentralOhio to create new special education teacher training program ,NONE,neutral
723,RT WBAlliance Member company HuaweiNetworks is working with WBA to kick off a WiFi6 trial at Mondragon University to unlock WiFi6 poss,NONE,neutral
724,"Watch as univofdayton Discusses the Most Exciting Emerging Technologies, Addressing Security Threats, Prioritizing ",exciting,positive
725,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
726, RevDXC HenriettaSnacks If the purpose of the university is to get a education why do these colleges have the same ,NONE,neutral
727,RT WestSuffolk NEW Pre register for our Degree Studies DegreesWSC and Adult Education Open Event to save time and beat the queues h,NONE,neutral
